Date,Month,DayOfWeek,Day,Platform,Campaign_ID,Impressions,Clicks,Spend,Conversions,Revenue
2024-11-16,11,5,16,Google,Data Analytcis Course,3409.0,104.0,207.63,4.0,1195.0
2024-11-21,11,3,21,Google,DataAnalyticsCourse,4333.0,139.0,230.05,6.0,1407.0
2024-11-15,11,4,15,Google,Data Analytcis Course,4430.0,110.0,197.84,5.0,0.0
2024-11-16,11,5,16,Google,Data Analytcis Course,4860.0,193.0,181.27,5.0,0.0
2024-11-18,11,0,18,Google,Data Analytics Corse,4396.0,109.0,188.6,10.0,1451.0
2024-11-12,11,1,12,Google,Data Analytics Corse,5000.0,141.0,223.7,10.0,1909.0
2024-11-24,11,6,24,Google,Data Analytics Corse,3487.0,182.0,211.71,7.0,1027.0
2024-11-07,11,3,7,Google,Data Analytcis Course,4236.0,179.0,245.01,7.0,1822.0
2024-11-28,11,3,28,Google,Data Analytcis Course,5349.0,89.0,0.0,8.0,1371.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,5678.0,181.0,226.89,10.0,1992.0
2024-11-20,11,2,20,Google,Data Anlytics Corse,5247.0,85.0,219.97,7.0,1612.0
2024-11-18,11,0,18,Google,Data Anlytics Corse,3685.0,179.0,202.66,0.0,1634.0
2024-11-28,11,3,28,Google,Data Anlytics Corse,5862.0,172.0,202.0,4.0,1469.0
2024-11-22,11,4,22,Google,Data Anlytics Corse,5040.0,196.0,197.08,9.0,1774.0
2024-11-03,11,6,3,Google,DataAnalyticsCourse,3423.0,0.0,223.95,4.0,1480.0
2024-11-12,11,1,12,Google,Data Anlytics Corse,5981.0,135.0,228.66,6.0,1515.0
2024-11-23,11,5,23,Google,Data Analytcis Course,3495.0,97.0,230.83,6.0,1675.0
2024-11-10,11,6,10,Google,DataAnalyticsCourse,3702.0,137.0,215.41,9.0,1010.0
2024-11-30,11,5,30,Google,Data Analytcis Course,3405.0,164.0,217.58,3.0,1885.0
2024-11-24,11,6,24,Google,Data Anlytics Corse,3370.0,178.0,180.66,9.0,1830.0
2024-11-24,11,6,24,Google,DataAnalyticsCourse,4455.0,146.0,227.13,5.0,1040.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,4670.0,149.0,218.31,10.0,1623.0
2024-11-09,11,5,9,Google,DataAnalyticsCourse,4287.0,193.0,204.62,3.0,1800.0
2024-11-28,11,3,28,Google,DataAnalyticsCourse,3546.0,0.0,183.41,7.0,1701.0
2024-11-11,11,0,11,Google,Data Analytcis Course,4740.0,106.0,229.13,3.0,1149.0
2024-11-16,11,5,16,Google,DataAnalyticsCourse,5642.0,131.0,184.57,9.0,1827.0
2024-11-04,11,0,4,Google,Data Analytcis Course,4161.0,111.0,185.58,7.0,1434.0
2024-11-19,11,1,19,Google,Data Analytcis Course,4241.0,144.0,181.4,5.0,1693.0
2024-11-18,11,0,18,Google,DataAnalyticsCourse,5875.0,151.0,192.46,0.0,1459.0
2024-11-02,11,5,2,Google,Data Anlytics Corse,5457.0,146.0,0.0,5.0,1029.0
2024-11-09,11,5,9,Google,DataAnalyticsCourse,4780.0,133.0,198.66,4.0,1905.0
2024-11-06,11,2,6,Google,Data Analytics Corse,5922.0,0.0,239.1,3.0,1733.0
2024-11-09,11,5,9,Google,Data Analytcis Course,3454.0,82.0,228.02,7.0,1463.0
2024-11-07,11,3,7,Google,Data Analytcis Course,3449.0,135.0,200.06,5.0,1950.0
2024-11-10,11,6,10,Google,Data Analytcis Course,4287.0,199.0,235.58,10.0,1276.0
2024-11-07,11,3,7,Google,DataAnalyticsCourse,5000.0,123.0,187.67,3.0,1351.0
2024-11-14,11,3,14,Google,DataAnalyticsCourse,3437.0,154.0,211.63,4.0,1604.0
2024-11-25,11,0,25,Google,DataAnalyticsCourse,3475.0,88.0,191.96,7.0,1204.0
2024-11-19,11,1,19,Google,Data Analytics Corse,4889.0,165.0,180.19,4.0,1458.0
2024-11-14,11,3,14,Google,Data Analytics Corse,3639.0,87.0,220.76,3.0,1231.0
2024-11-26,11,1,26,Google,Data Analytics Corse,3959.0,147.0,181.18,9.0,1627.0
2024-11-29,11,4,29,Google,Data Analytcis Course,5400.0,137.0,180.04,10.0,1375.0
2024-11-29,11,4,29,Google,DataAnalyticsCourse,5528.0,188.0,245.03,10.0,1202.0
2024-11-29,11,4,29,Google,Data Anlytics Corse,5456.0,162.0,193.69,6.0,1992.0
2024-11-08,11,4,8,Google,Data Analytcis Course,4308.0,102.0,221.54,7.0,1096.0
2024-11-22,11,4,22,Google,DataAnalyticsCourse,3245.0,120.0,196.09,9.0,1056.0
2024-11-28,11,3,28,Google,Data Analytcis Course,3339.0,125.0,205.32,4.0,1985.0
2024-11-10,11,6,10,Google,Data Anlytics Corse,5977.0,155.0,187.28,7.0,1607.0
2024-11-12,11,1,12,Google,Data Analytcis Course,4231.0,137.0,226.49,5.0,1078.0
2024-11-22,11,4,22,Google,Data Analytcis Course,4506.0,91.0,195.99,3.0,1179.0
2024-11-05,11,1,5,Google,DataAnalyticsCourse,4869.0,87.0,220.97,5.0,1480.0
2024-11-24,11,6,24,Google,Data Analytics Corse,5716.0,124.0,217.84,8.0,1791.0
2024-11-02,11,5,2,Google,Data Anlytics Corse,3243.0,128.0,208.41,6.0,1514.0
2024-11-01,11,4,1,Google,Data Analytcis Course,3911.0,111.0,239.24,9.0,1097.0
2024-11-04,11,0,4,Google,Data Analytics Corse,3982.0,89.0,209.87,7.0,1920.0
2024-11-26,11,1,26,Google,Data Anlytics Corse,5299.0,107.0,207.36,8.0,1567.0
2024-11-10,11,6,10,Google,Data Anlytics Corse,4150.0,181.0,236.69,5.0,1251.0
2024-11-23,11,5,23,Google,DataAnalyticsCourse,5925.0,110.0,188.18,9.0,1682.0
2024-11-06,11,2,6,Google,Data Analytcis Course,4010.0,85.0,195.26,4.0,1853.0
2024-11-19,11,1,19,Google,Data Analytics Corse,5767.0,125.0,0.0,8.0,1020.0
2024-11-20,11,2,20,Google,Data Anlytics Corse,0.0,163.0,0.0,3.0,1819.0
2024-11-13,11,2,13,Google,Data Analytics Corse,3787.0,129.0,229.81,6.0,1221.0
2024-11-27,11,2,27,Google,Data Analytcis Course,4834.0,112.0,212.27,7.0,1524.0
2024-11-05,11,1,5,Google,Data Analytcis Course,3031.0,104.0,188.47,6.0,1998.0
2024-11-24,11,6,24,Google,DataAnalyticsCourse,3754.0,132.0,180.88,10.0,1601.0
2024-11-08,11,4,8,Google,Data Anlytics Corse,3281.0,113.0,241.85,6.0,0.0
2024-11-08,11,4,8,Google,Data Anlytics Corse,4910.0,109.0,236.2,8.0,1145.0
2024-11-10,11,6,10,Google,Data Anlytics Corse,5026.0,144.0,231.82,4.0,1645.0
2024-11-24,11,6,24,Google,Data Analytics Corse,5091.0,179.0,238.62,6.0,1259.0
2024-11-17,11,6,17,Google,Data Analytcis Course,5622.0,0.0,190.87,8.0,1400.0
2024-11-24,11,6,24,Google,Data Anlytics Corse,4538.0,116.0,221.74,9.0,1639.0
2024-11-12,11,1,12,Google,DataAnalyticsCourse,3509.0,89.0,192.14,9.0,1564.0
2024-11-28,11,3,28,Google,DataAnalyticsCourse,3346.0,96.0,248.48,7.0,1118.0
2024-11-09,11,5,9,Google,DataAnalyticsCourse,4706.0,193.0,213.41,8.0,1058.0
2024-11-21,11,3,21,Google,Data Analytcis Course,3896.0,122.0,194.3,3.0,1355.0
2024-11-15,11,4,15,Google,DataAnalyticsCourse,3332.0,133.0,201.59,7.0,1943.0
2024-11-16,11,5,16,Google,DataAnalyticsCourse,5738.0,177.0,249.21,7.0,1435.0
2024-11-28,11,3,28,Google,Data Analytics Corse,5346.0,162.0,223.12,5.0,1052.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,5857.0,182.0,192.69,4.0,1384.0
2024-11-30,11,5,30,Google,Data Analytics Corse,4836.0,154.0,233.8,10.0,1838.0
2024-11-29,11,4,29,Google,Data Analytics Corse,5291.0,104.0,186.93,10.0,1805.0
2024-11-22,11,4,22,Google,Data Analytcis Course,4840.0,101.0,230.68,9.0,1556.0
2024-11-29,11,4,29,Google,Data Analytcis Course,4246.0,173.0,202.95,3.0,1276.0
2024-11-28,11,3,28,Google,Data Analytics Corse,5824.0,186.0,224.48,6.0,1882.0
2024-11-10,11,6,10,Google,Data Analytcis Course,5952.0,148.0,186.32,4.0,1469.0
2024-11-06,11,2,6,Google,Data Anlytics Corse,3691.0,181.0,229.14,10.0,1375.0
2024-11-15,11,4,15,Google,Data Analytcis Course,4350.0,110.0,243.88,9.0,1157.0
2024-11-02,11,5,2,Google,Data Analytics Corse,5656.0,151.0,191.95,7.0,1813.0
2024-11-13,11,2,13,Google,Data Analytcis Course,4566.0,90.0,228.82,9.0,1697.0
2024-11-07,11,3,7,Google,Data Anlytics Corse,4245.0,111.0,245.76,8.0,0.0
2024-11-17,11,6,17,Google,DataAnalyticsCourse,5053.0,170.0,217.41,9.0,1497.0
2024-11-17,11,6,17,Google,DataAnalyticsCourse,5093.0,112.0,228.8,7.0,1188.0
2024-11-03,11,6,3,Google,Data Anlytics Corse,5336.0,188.0,188.73,3.0,1601.0
2024-11-05,11,1,5,Google,Data Anlytics Corse,4963.0,85.0,186.21,6.0,1747.0
2024-11-05,11,1,5,Google,Data Analytcis Course,4544.0,94.0,235.77,8.0,1342.0
2024-11-13,11,2,13,Google,Data Analytcis Course,4901.0,177.0,217.54,10.0,1975.0
2024-11-27,11,2,27,Google,DataAnalyticsCourse,5275.0,150.0,192.7,4.0,1170.0
2024-11-13,11,2,13,Google,Data Analytcis Course,5225.0,88.0,202.97,6.0,1128.0
2024-11-25,11,0,25,Google,Data Analytics Corse,4857.0,128.0,212.61,5.0,1538.0
2024-11-12,11,1,12,Google,Data Analytcis Course,5310.0,163.0,242.76,9.0,1793.0
2024-11-11,11,0,11,Google,Data Anlytics Corse,5014.0,147.0,193.08,8.0,1017.0
2024-11-21,11,3,21,Google,Data Anlytics Corse,5855.0,191.0,196.54,3.0,1085.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,5916.0,0.0,234.46,6.0,1982.0
2024-11-20,11,2,20,Google,Data Analytcis Course,3952.0,115.0,229.18,4.0,1440.0
2024-11-05,11,1,5,Google,DataAnalyticsCourse,4208.0,123.0,212.92,6.0,1184.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,5517.0,121.0,222.14,7.0,1682.0
2024-11-14,11,3,14,Google,Data Analytcis Course,5460.0,126.0,210.83,10.0,1326.0
2024-11-18,11,0,18,Google,Data Analytics Corse,3159.0,110.0,197.92,10.0,1608.0
2024-11-14,11,3,14,Google,Data Analytics Corse,5545.0,190.0,223.96,7.0,1344.0
2024-11-25,11,0,25,Google,Data Anlytics Corse,3668.0,148.0,245.79,10.0,1718.0
2024-11-17,11,6,17,Google,Data Anlytics Corse,5663.0,86.0,231.79,10.0,1547.0
2024-11-02,11,5,2,Google,Data Analytics Corse,3123.0,172.0,216.67,0.0,1759.0
2024-11-03,11,6,3,Google,DataAnalyticsCourse,5638.0,143.0,229.41,4.0,1398.0
2024-11-27,11,2,27,Google,DataAnalyticsCourse,4436.0,172.0,232.16,7.0,1050.0
2024-11-24,11,6,24,Google,Data Analytcis Course,5555.0,138.0,188.55,8.0,1593.0
2024-11-19,11,1,19,Google,Data Analytcis Course,4972.0,132.0,248.45,9.0,1126.0
2024-11-12,11,1,12,Google,Data Analytcis Course,3231.0,174.0,0.0,7.0,1128.0
2024-11-18,11,0,18,Google,Data Analytcis Course,3461.0,154.0,235.36,4.0,1212.0
2024-11-20,11,2,20,Google,Data Analytcis Course,3423.0,126.0,236.21,9.0,1106.0
2024-11-24,11,6,24,Google,DataAnalyticsCourse,4025.0,138.0,220.96,7.0,1416.0
2024-11-17,11,6,17,Google,Data Analytcis Course,3800.0,193.0,199.76,9.0,1393.0
2024-11-28,11,3,28,Google,DataAnalyticsCourse,5293.0,156.0,210.43,6.0,1449.0
2024-11-01,11,4,1,Google,DataAnalyticsCourse,3565.0,142.0,180.39,5.0,1147.0
2024-11-02,11,5,2,Google,Data Analytcis Course,4296.0,92.0,239.12,10.0,1169.0
2024-11-26,11,1,26,Google,DataAnalyticsCourse,3567.0,190.0,249.26,7.0,1517.0
2024-11-03,11,6,3,Google,Data Analytics Corse,4854.0,134.0,198.93,8.0,1101.0
2024-11-29,11,4,29,Google,Data Anlytics Corse,0.0,144.0,186.47,8.0,1437.0
2024-11-17,11,6,17,Google,Data Analytics Corse,4630.0,117.0,196.66,8.0,1361.0
2024-11-14,11,3,14,Google,Data Analytics Corse,3448.0,160.0,210.38,7.0,1705.0
2024-11-02,11,5,2,Google,Data Analytics Corse,5297.0,146.0,198.89,8.0,2000.0
2024-11-10,11,6,10,Google,Data Analytcis Course,3818.0,175.0,190.89,10.0,1088.0
2024-11-05,11,1,5,Google,Data Analytcis Course,4791.0,122.0,223.16,4.0,1246.0
2024-11-24,11,6,24,Google,Data Analytcis Course,3713.0,85.0,225.74,5.0,1867.0
2024-11-23,11,5,23,Google,Data Anlytics Corse,3634.0,167.0,202.75,10.0,1503.0
2024-11-26,11,1,26,Google,Data Anlytics Corse,3025.0,158.0,180.5,9.0,1725.0
2024-11-20,11,2,20,Google,Data Analytics Corse,5868.0,176.0,184.46,4.0,1229.0
2024-11-26,11,1,26,Google,Data Anlytics Corse,3050.0,111.0,208.87,7.0,1774.0
2024-11-17,11,6,17,Google,Data Anlytics Corse,5301.0,186.0,0.0,9.0,1230.0
2024-11-20,11,2,20,Google,DataAnalyticsCourse,3042.0,177.0,239.64,4.0,1646.0
2024-11-01,11,4,1,Google,Data Analytcis Course,5272.0,150.0,239.06,9.0,1232.0
2024-11-12,11,1,12,Google,Data Analytics Corse,4279.0,160.0,191.56,10.0,1234.0
2024-11-25,11,0,25,Google,DataAnalyticsCourse,5659.0,147.0,188.07,4.0,1796.0
2024-11-05,11,1,5,Google,DataAnalyticsCourse,4816.0,198.0,224.96,4.0,1601.0
2024-11-30,11,5,30,Google,Data Anlytics Corse,3874.0,145.0,0.0,10.0,1153.0
2024-11-19,11,1,19,Google,Data Analytics Corse,5221.0,94.0,225.23,3.0,1209.0
2024-11-16,11,5,16,Google,DataAnalyticsCourse,5859.0,90.0,187.29,5.0,1375.0
2024-11-10,11,6,10,Google,Data Anlytics Corse,5055.0,182.0,232.64,8.0,1815.0
2024-11-02,11,5,2,Google,Data Anlytics Corse,4373.0,0.0,199.32,5.0,1150.0
2024-11-04,11,0,4,Google,DataAnalyticsCourse,0.0,0.0,234.85,8.0,1398.0
2024-11-26,11,1,26,Google,Data Analytcis Course,3547.0,103.0,232.35,8.0,1663.0
2024-11-12,11,1,12,Google,Data Analytics Corse,3128.0,148.0,197.02,9.0,1214.0
2024-11-05,11,1,5,Google,Data Anlytics Corse,5201.0,151.0,198.56,10.0,1716.0
2024-11-06,11,2,6,Google,Data Analytcis Course,5510.0,148.0,210.42,4.0,1352.0
2024-11-09,11,5,9,Google,Data Anlytics Corse,5628.0,103.0,195.6,8.0,1065.0
2024-11-07,11,3,7,Google,Data Analytcis Course,5445.0,115.0,183.55,7.0,1721.0
2024-11-24,11,6,24,Google,Data Analytics Corse,5936.0,160.0,239.87,4.0,1320.0
2024-11-14,11,3,14,Google,DataAnalyticsCourse,5808.0,166.0,194.79,8.0,1799.0
2024-11-29,11,4,29,Google,Data Analytcis Course,3282.0,187.0,234.91,7.0,1525.0
2024-11-08,11,4,8,Google,DataAnalyticsCourse,3334.0,172.0,243.12,9.0,0.0
2024-11-03,11,6,3,Google,DataAnalyticsCourse,5546.0,172.0,241.81,10.0,1681.0
2024-11-23,11,5,23,Google,Data Analytcis Course,5734.0,187.0,187.44,8.0,1183.0
2024-11-19,11,1,19,Google,Data Analytics Corse,4964.0,196.0,249.47,9.0,1996.0
2024-11-09,11,5,9,Google,Data Analytcis Course,4774.0,131.0,240.53,7.0,0.0
2024-11-16,11,5,16,Google,Data Analytics Corse,5244.0,103.0,205.9,7.0,1954.0
2024-11-30,11,5,30,Google,Data Analytcis Course,3064.0,114.0,196.01,6.0,1348.0
2024-11-21,11,3,21,Google,Data Anlytics Corse,3265.0,116.0,199.21,10.0,1006.0
2024-11-12,11,1,12,Google,Data Anlytics Corse,5351.0,164.0,217.9,9.0,1431.0
2024-11-26,11,1,26,Google,Data Analytics Corse,5830.0,160.0,0.0,10.0,1270.0
2024-11-25,11,0,25,Google,Data Anlytics Corse,4808.0,112.0,221.57,7.0,1186.0
2024-11-22,11,4,22,Google,DataAnalyticsCourse,5506.0,87.0,188.77,5.0,1774.0
2024-11-14,11,3,14,Google,Data Analytcis Course,4798.0,0.0,198.45,10.0,1937.0
2024-11-01,11,4,1,Google,Data Anlytics Corse,5763.0,139.0,214.49,5.0,1781.0
2024-11-13,11,2,13,Google,Data Analytcis Course,3271.0,193.0,187.76,9.0,1209.0
2024-11-19,11,1,19,Google,DataAnalyticsCourse,4402.0,151.0,248.65,4.0,1722.0
2024-11-04,11,0,4,Google,Data Analytics Corse,4281.0,90.0,216.36,4.0,1768.0
2024-11-28,11,3,28,Google,DataAnalyticsCourse,4480.0,169.0,0.0,10.0,1769.0
2024-11-14,11,3,14,Google,DataAnalyticsCourse,4373.0,197.0,218.3,9.0,1988.0
2024-11-24,11,6,24,Google,Data Analytics Corse,0.0,132.0,219.44,3.0,1949.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,5503.0,96.0,243.51,6.0,1687.0
2024-11-16,11,5,16,Google,DataAnalyticsCourse,4154.0,160.0,230.16,6.0,1667.0
2024-11-15,11,4,15,Google,Data Anlytics Corse,5161.0,162.0,240.72,7.0,1649.0
2024-11-24,11,6,24,Google,Data Anlytics Corse,5517.0,171.0,233.86,5.0,1349.0
2024-11-14,11,3,14,Google,Data Analytics Corse,4161.0,110.0,204.28,10.0,1447.0
2024-11-28,11,3,28,Google,Data Analytics Corse,5332.0,103.0,243.72,3.0,1882.0
2024-11-05,11,1,5,Google,Data Analytcis Course,3620.0,167.0,243.81,8.0,1001.0
2024-11-07,11,3,7,Google,DataAnalyticsCourse,4117.0,132.0,239.04,3.0,1761.0
2024-11-20,11,2,20,Google,Data Anlytics Corse,5400.0,145.0,219.89,3.0,1152.0
2024-11-11,11,0,11,Google,Data Analytcis Course,5220.0,140.0,183.39,8.0,1918.0
2024-11-26,11,1,26,Google,Data Anlytics Corse,0.0,122.0,217.66,10.0,1799.0
2024-11-08,11,4,8,Google,Data Analytcis Course,4081.0,87.0,180.63,4.0,1665.0
2024-11-27,11,2,27,Google,DataAnalyticsCourse,4239.0,141.0,199.82,5.0,1639.0
2024-11-30,11,5,30,Google,DataAnalyticsCourse,3367.0,157.0,248.9,8.0,1470.0
2024-11-05,11,1,5,Google,Data Analytcis Course,5721.0,95.0,208.53,6.0,1863.0
2024-11-21,11,3,21,Google,Data Analytics Corse,5166.0,160.0,210.21,7.0,1850.0
2024-11-14,11,3,14,Google,Data Anlytics Corse,5430.0,133.0,217.34,6.0,1199.0
2024-11-02,11,5,2,Google,Data Analytcis Course,3452.0,154.0,215.61,7.0,1631.0
2024-11-29,11,4,29,Google,Data Analytcis Course,0.0,188.0,220.11,4.0,1262.0
2024-11-04,11,0,4,Google,Data Anlytics Corse,5073.0,186.0,233.58,4.0,1965.0
2024-11-01,11,4,1,Google,Data Analytcis Course,5757.0,101.0,249.33,9.0,1129.0
2024-11-18,11,0,18,Google,DataAnalyticsCourse,3323.0,150.0,227.55,4.0,1931.0
2024-11-21,11,3,21,Google,Data Anlytics Corse,5417.0,127.0,229.06,8.0,1086.0
2024-11-19,11,1,19,Google,Data Analytcis Course,5445.0,117.0,213.9,5.0,1804.0
2024-11-26,11,1,26,Google,Data Anlytics Corse,5173.0,152.0,230.47,5.0,1779.0
2024-11-03,11,6,3,Google,DataAnalyticsCourse,3643.0,87.0,220.76,7.0,1393.0
2024-11-28,11,3,28,Google,Data Anlytics Corse,3863.0,181.0,180.12,7.0,1892.0
2024-11-24,11,6,24,Google,Data Analytics Corse,3661.0,147.0,191.67,4.0,0.0
2024-11-26,11,1,26,Google,Data Analytcis Course,5463.0,173.0,232.38,5.0,1568.0
2024-11-24,11,6,24,Google,Data Analytics Corse,3459.0,123.0,211.88,4.0,1223.0
2024-11-10,11,6,10,Google,Data Analytics Corse,3906.0,162.0,237.24,5.0,1062.0
2024-11-30,11,5,30,Google,Data Analytcis Course,4645.0,135.0,182.94,0.0,1927.0
2024-11-24,11,6,24,Google,DataAnalyticsCourse,3317.0,169.0,232.35,3.0,1988.0
2024-11-17,11,6,17,Google,Data Analytcis Course,3235.0,120.0,220.67,4.0,1890.0
2024-11-25,11,0,25,Google,Data Analytcis Course,4823.0,0.0,234.73,5.0,1361.0
2024-11-06,11,2,6,Google,Data Anlytics Corse,4403.0,167.0,189.36,4.0,1572.0
2024-11-13,11,2,13,Google,DataAnalyticsCourse,3530.0,101.0,184.83,5.0,1802.0
2024-11-04,11,0,4,Google,Data Analytcis Course,4679.0,129.0,239.21,3.0,1215.0
2024-11-01,11,4,1,Google,DataAnalyticsCourse,5396.0,153.0,233.79,8.0,1571.0
2024-11-15,11,4,15,Google,Data Analytcis Course,3976.0,0.0,248.65,4.0,1160.0
2024-11-08,11,4,8,Google,Data Analytics Corse,5545.0,108.0,209.82,8.0,1491.0
2024-11-19,11,1,19,Google,Data Anlytics Corse,4772.0,85.0,211.62,10.0,1669.0
2024-11-11,11,0,11,Google,DataAnalyticsCourse,4941.0,109.0,242.54,9.0,1278.0
2024-11-22,11,4,22,Google,Data Analytics Corse,4369.0,119.0,216.29,4.0,0.0
2024-11-25,11,0,25,Google,Data Analytics Corse,5526.0,143.0,185.94,8.0,1712.0
2024-11-30,11,5,30,Google,Data Analytics Corse,5302.0,161.0,184.29,8.0,1703.0
2024-11-30,11,5,30,Google,DataAnalyticsCourse,4424.0,146.0,196.88,3.0,1757.0
2024-11-06,11,2,6,Google,Data Analytcis Course,5971.0,82.0,235.52,8.0,1568.0
2024-11-27,11,2,27,Google,Data Analytcis Course,3733.0,88.0,244.35,8.0,1622.0
2024-11-22,11,4,22,Google,Data Analytcis Course,4403.0,127.0,244.3,7.0,1832.0
2024-11-28,11,3,28,Google,Data Analytics Corse,5118.0,179.0,189.59,6.0,1892.0
2024-11-13,11,2,13,Google,Data Anlytics Corse,4407.0,199.0,240.05,9.0,1054.0
2024-11-22,11,4,22,Google,DataAnalyticsCourse,3190.0,191.0,211.1,7.0,0.0
2024-11-19,11,1,19,Google,Data Analytcis Course,4880.0,99.0,245.13,8.0,1236.0
2024-11-14,11,3,14,Google,Data Anlytics Corse,5774.0,122.0,224.4,10.0,1330.0
2024-11-15,11,4,15,Google,Data Analytics Corse,4103.0,178.0,207.23,8.0,1612.0
2024-11-27,11,2,27,Google,Data Analytcis Course,4414.0,157.0,240.57,9.0,1483.0
2024-11-01,11,4,1,Google,Data Analytcis Course,5319.0,199.0,216.7,9.0,0.0
2024-11-18,11,0,18,Google,Data Anlytics Corse,3320.0,192.0,208.09,3.0,1169.0
2024-11-15,11,4,15,Google,DataAnalyticsCourse,4146.0,144.0,246.1,10.0,1074.0
2024-11-05,11,1,5,Google,Data Anlytics Corse,4720.0,147.0,227.6,8.0,1907.0
2024-11-25,11,0,25,Google,Data Anlytics Corse,3557.0,121.0,237.03,7.0,1255.0
2024-11-02,11,5,2,Google,Data Analytics Corse,5899.0,193.0,227.24,9.0,1832.0
2024-11-24,11,6,24,Google,Data Analytcis Course,4968.0,170.0,216.78,5.0,1997.0
2024-11-13,11,2,13,Google,Data Analytics Corse,5934.0,198.0,199.61,6.0,0.0
2024-11-21,11,3,21,Google,Data Analytcis Course,4078.0,133.0,189.42,6.0,1969.0
2024-11-04,11,0,4,Google,DataAnalyticsCourse,4163.0,82.0,208.08,8.0,1297.0
2024-11-15,11,4,15,Google,Data Analytics Corse,4330.0,90.0,249.24,4.0,1618.0
2024-11-25,11,0,25,Google,Data Anlytics Corse,5882.0,122.0,189.76,7.0,1357.0
2024-11-02,11,5,2,Google,DataAnalyticsCourse,5645.0,105.0,218.24,6.0,1420.0
2024-11-29,11,4,29,Google,DataAnalyticsCourse,3848.0,179.0,213.26,5.0,1807.0
2024-11-11,11,0,11,Google,Data Analytcis Course,5609.0,91.0,228.27,10.0,1098.0
2024-11-04,11,0,4,Google,Data Anlytics Corse,4390.0,168.0,195.52,10.0,1553.0
2024-11-29,11,4,29,Google,Data Anlytics Corse,4774.0,162.0,210.8,7.0,1387.0
2024-11-09,11,5,9,Google,DataAnalyticsCourse,5787.0,130.0,218.79,10.0,1679.0
2024-11-05,11,1,5,Google,Data Analytics Corse,5192.0,97.0,184.79,10.0,1382.0
2024-11-07,11,3,7,Google,Data Analytics Corse,4223.0,142.0,222.28,5.0,1506.0
2024-11-08,11,4,8,Google,Data Analytcis Course,3146.0,138.0,197.89,7.0,0.0
2024-11-14,11,3,14,Google,Data Analytics Corse,3988.0,186.0,237.69,5.0,1603.0
2024-11-29,11,4,29,Google,Data Analytics Corse,3437.0,170.0,232.08,5.0,1405.0
2024-11-04,11,0,4,Google,Data Analytics Corse,3718.0,85.0,224.14,6.0,1938.0
2024-11-15,11,4,15,Google,Data Analytics Corse,5343.0,115.0,239.92,8.0,1381.0
2024-11-21,11,3,21,Google,Data Analytcis Course,5170.0,167.0,241.21,4.0,1515.0
2024-11-12,11,1,12,Google,DataAnalyticsCourse,5916.0,113.0,234.58,5.0,1165.0
2024-11-21,11,3,21,Google,Data Analytics Corse,4958.0,175.0,245.96,10.0,1777.0
2024-11-22,11,4,22,Google,DataAnalyticsCourse,5538.0,112.0,225.66,4.0,0.0
2024-11-13,11,2,13,Google,Data Anlytics Corse,5309.0,194.0,191.4,10.0,1764.0
2024-11-28,11,3,28,Google,Data Anlytics Corse,4539.0,0.0,244.4,6.0,1638.0
2024-11-12,11,1,12,Google,DataAnalyticsCourse,4622.0,82.0,203.99,9.0,1375.0
2024-11-11,11,0,11,Google,Data Analytics Corse,3355.0,0.0,193.57,9.0,1961.0
2024-11-06,11,2,6,Google,DataAnalyticsCourse,4992.0,179.0,221.48,10.0,1062.0
2024-11-26,11,1,26,Google,Data Anlytics Corse,3015.0,93.0,232.01,4.0,1770.0
2024-11-11,11,0,11,Google,Data Analytcis Course,4662.0,152.0,249.13,7.0,1951.0
2024-11-27,11,2,27,Google,Data Analytcis Course,3766.0,81.0,213.12,7.0,1183.0
2024-11-20,11,2,20,Google,DataAnalyticsCourse,5774.0,130.0,241.97,7.0,1708.0
2024-11-11,11,0,11,Google,Data Analytcis Course,4542.0,110.0,227.95,4.0,1423.0
2024-11-18,11,0,18,Google,Data Analytics Corse,5179.0,122.0,0.0,4.0,1507.0
2024-11-20,11,2,20,Google,Data Analytcis Course,5265.0,113.0,184.21,5.0,1353.0
2024-11-21,11,3,21,Google,Data Anlytics Corse,5297.0,140.0,223.9,6.0,1630.0
2024-11-20,11,2,20,Google,Data Analytics Corse,3347.0,170.0,248.44,3.0,1719.0
2024-11-25,11,0,25,Google,Data Analytcis Course,5960.0,176.0,245.33,8.0,1761.0
2024-11-05,11,1,5,Google,Data Analytics Corse,5143.0,0.0,246.3,5.0,1346.0
2024-11-08,11,4,8,Google,Data Analytcis Course,5265.0,195.0,242.0,4.0,1699.0
2024-11-18,11,0,18,Google,Data Anlytics Corse,4396.0,162.0,183.96,4.0,1054.0
2024-11-01,11,4,1,Google,Data Analytics Corse,4381.0,138.0,191.55,7.0,1756.0
2024-11-22,11,4,22,Google,Data Anlytics Corse,3965.0,177.0,225.82,4.0,1530.0
2024-11-17,11,6,17,Google,DataAnalyticsCourse,3366.0,159.0,217.27,7.0,1515.0
2024-11-01,11,4,1,Google,Data Anlytics Corse,4026.0,111.0,229.01,3.0,1438.0
